交通調査基本区間番号,路線名,起点側／路線名等,終点側／路線名等,市区町村コード,自動車専用道路の別,区間延長（ｋｍ）,上り／交通量観測地点地名,上り／２４時間自動車類交通量／合計（台）,下り／交通量観測地点地名,下り／２４時間自動車類交通量／合計（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,混雑度,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,幅員構成／道路部幅員（ｍ）,指定最高速度（ｋｍ／ｈ）
2300070080,一般国道７号,蔵館大鰐線,蔵館大鰐線,2362,0,1.7,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,0.94,33.6,30.7,12.6,50
2300070090,一般国道７号,蔵館大鰐線,大鰐浪岡線,2362,0,1.2,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,0.94,30.7,35.8,12.6,50
2300070100,一般国道７号,大鰐浪岡線,大鰐町・弘前市境,2362,0,0.4,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,0.94,35.6,45.2,12.6,50
2300070110,一般国道７号,大鰐町・弘前市境,石川百田線,2202,0,0.5,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,1.15,36,32.8,14.7,50
2300070120,一般国道７号,石川百田線,東北自動車道,2202,0,0.2,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,1.15,33.8,40.9,14.7,50
2300070130,一般国道７号,東北自動車道,弘前環状線,2202,0,1.3,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,0.39,35.3,41.4,28.75,50
2300070140,一般国道７号,弘前環状線,弘前市・平川市境,2202,0,0.2,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,0.39,49.2,47,28.75,50
2300070150,一般国道７号,弘前市・平川市境,大鰐浪岡線,2210,0,0.9,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,0.4,44.3,54.5,22.3,50
2300070160,一般国道７号,大鰐浪岡線,平川市・弘前市境,2210,0,0.8,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,0.4,51.2,61.3,22.3,50
2300070170,一般国道７号,平川市・弘前市境,,2202,0,1.1,弘前市大字堀越字柳田,7507,弘前市大字堀越字柳田,8253,15760,1.22,0.34,62.9,59.8,24.5,50
2300070180,一般国道７号,,平賀門外線,2202,0,0.5,弘前市大字堀越字川合,6348,弘前市大字堀越字川合,6792,13140,1.24,1.17,41.6,42.9,13.8,50
2300070190,一般国道７号,平賀門外線,一般国道１０２号,2202,0,2,弘前市大字堀越字川合,6348,弘前市大字堀越字川合,6792,13140,1.24,1.17,37.9,51,13.8,50
2300070200,一般国道７号,一般国道１０２号,,2202,0,1,弘前市大字堀越字川合,6348,弘前市大字堀越字川合,6792,13140,1.24,0.51,39.4,19.8,46,50
2300070210,一般国道７号,,弘前岳鯵ヶ沢線,2202,0,1,弘前市大字末広２丁目,14279,弘前市大字末広２丁目,14318,28597,1.23,0.88,19.2,19.7,23.6,50
2300070220,一般国道７号,弘前岳鯵ヶ沢線,石川百田線,2202,0,0.9,弘前市大字末広１丁目,17548,弘前市大字末広１丁目,18038,35586,1.26,1.14,14.1,42.2,23.5,50
2300070230,一般国道７号,石川百田線,,2202,0,0.9,弘前市大字末広１丁目,17548,弘前市大字末広１丁目,18038,35586,1.26,1.18,50.7,30,20.4,50
2300070240,一般国道７号,,弘前環状線,2202,0,0.4,南津軽郡藤崎町大字藤崎字豊岡,11228,南津軽郡藤崎町大字藤崎字豊岡,10412,21640,1.26,0.78,37.7,13.2,23.6,50
2300070250,一般国道７号,弘前環状線,弘前環状線,2202,0,1.5,南津軽郡藤崎町大字藤崎字豊岡,11228,南津軽郡藤崎町大字藤崎字豊岡,10412,21640,1.26,0.64,23.8,31.8,35.9,50
2300070260,一般国道７号,弘前環状線,石川百田線,2202,0,0.5,南津軽郡藤崎町大字藤崎字豊岡,11228,南津軽郡藤崎町大字藤崎字豊岡,10412,21640,1.26,0.64,17.7,37.6,35.9,50
2300070270,一般国道７号,石川百田線,弘前市・藤崎町境,2202,0,0.1,南津軽郡藤崎町大字藤崎字豊岡,11228,南津軽郡藤崎町大字藤崎字豊岡,10412,21640,1.26,0.49,25.1,34.7,25.4,50
2300070280,一般国道７号,弘前市・藤崎町境,一般国道３３９号,2361,0,0.5,南津軽郡藤崎町大字藤崎字豊岡,11228,南津軽郡藤崎町大字藤崎字豊岡,10412,21640,1.26,0.62,27.5,27.1,25.4,60
2300070290,一般国道７号,一般国道３３９号,一般国道３３９号,2361,0,1,南津軽郡藤崎町大字藤崎字豊岡,11228,南津軽郡藤崎町大字藤崎字豊岡,10412,21640,1.26,0.62,25.4,36.3,25.4,60
2300070300,一般国道７号,一般国道３３９号,浪岡藤崎線,2361,0,0.7,南津軽郡藤崎町大字藤崎字豊岡,11228,南津軽郡藤崎町大字藤崎字豊岡,10412,21640,1.26,0.6,28,33.2,25.4,60
2300070310,一般国道７号,浪岡藤崎線,前坂藤崎線,2361,0,0.4,南津軽郡藤崎町大字榊字和田,7671,南津軽郡藤崎町大字榊字和田,7924,15595,1.22,1.01,27.8,32.4,14.2,60
2300070320,一般国道７号,前坂藤崎線,五所川原黒石線,2361,0,1.7,南津軽郡藤崎町大字榊字和田,7671,南津軽郡藤崎町大字榊字和田,7924,15595,1.22,1.01,36.1,41,14.2,60
2300070330,一般国道７号,五所川原黒石線,藤崎町・青森市境,2361,0,2.1,南津軽郡藤崎町大字榊字和田,7671,南津軽郡藤崎町大字榊字和田,7924,15595,1.22,1.01,34.3,34.3,14.2,60
2300070340,一般国道７号,藤崎町・青森市境,青森市・藤崎町境,2201,0,0.2,南津軽郡藤崎町大字榊字和田,7671,南津軽郡藤崎町大字榊字和田,7924,15595,1.22,0.93,46.7,55,14,60
2300070350,一般国道７号,青森市・藤崎町境,藤崎町・青森市境,2361,0,0.2,南津軽郡藤崎町大字榊字和田,7671,南津軽郡藤崎町大字榊字和田,7924,15595,1.22,0.93,56.1,56.5,14,60
2300070360,一般国道７号,藤崎町・青森市境,浪岡藤崎線,2201,0,1.1,南津軽郡藤崎町大字榊字和田,7671,南津軽郡藤崎町大字榊字和田,7924,15595,1.22,1.03,44.5,39.3,14,60
2300070670,一般国道７号,浪岡藤崎線,浪岡藤崎線,2201,0,1.9,青森市浪岡大字下十川字扇田,8196,青森市浪岡大字下十川字扇田,8181,16377,1.22,1.01,46.9,37.9,15,60
2300070390,一般国道７号,浪岡藤崎線,青森浪岡線,2201,0,2.1,青森市浪岡大字女鹿沢字西花岡,5919,青森市浪岡大字女鹿沢字西花岡,6347,12266,1.24,0.92,35.6,35.3,17,60
2300070400,一般国道７号,青森浪岡線,東北自動車道,2201,0,2.9,青森市浪岡大字徳才子字山本,8233,青森市浪岡大字徳才子字山本,8272,16505,1.24,1.2,45.9,42.2,17,60
2300070410,一般国道７号,東北自動車道,大釈迦停車場線,2201,0,1.1,青森市浪岡大字徳才子字山本,8233,青森市浪岡大字徳才子字山本,8272,16505,1.24,1.2,34.6,31.4,17,60
2300070420,一般国道７号,大釈迦停車場線,一般国道１０１号,2201,0,0.3,青森市浪岡大字徳才子字山本,8233,青森市浪岡大字徳才子字山本,8272,16505,1.24,1.2,36.1,17,17,60
2300070430,一般国道７号,一般国道１０１号,一般国道１０１号,2201,0,2,青森市大字新城字山田,10599,青森市大字新城字山田,10992,21591,1.24,1.48,48.9,45.1,17,60
2300070440,一般国道７号,一般国道１０１号,鶴ヶ坂千刈線,2201,0,1.8,青森市大字新城字山田,10599,青森市大字新城字山田,10992,21591,1.24,1.48,30.3,40.3,17,60
